Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akarnokd-misc,hu.akarnokd.rxjava2,BufferSkipSingleZero,test2,Magic Number,The method contains a magic number: 6,51
akarnokd-misc,hu.akarnokd.rxjava2,BufferSkipSingleZero,test2,Magic Number,The method contains a magic number: 5,51
akarnokd-misc,hu.akarnokd.rxjava2,DoOnErrorInside,test,Long Statement,The length of the statement "Observable.just(1).flatMap(v -> single(v).toObservable().doOnError(w -> System.out.println("Error2 " + w))).subscribe(v -> System.out.println(v)`e -> System.out.println("Error " + e));" is 184.,11
akarnokd-misc,hu.akarnokd.rxjava2,LastZipped,test,Magic Number,The method contains a magic number: 2,11
akarnokd-misc,hu.akarnokd.rxjava2,LastZipped,test,Magic Number,The method contains a magic number: 3,11
akarnokd-misc,hu.akarnokd.rxjava2,LastZipped,test,Magic Number,The method contains a magic number: 5,11
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Long Statement,The length of the statement ")).subscribe(v -> System.out.println("Passed: " + v + " @ T="+ scheduler.now(TimeUnit.MILLISECONDS))`Throwable::printStackTrace`() -> System.out.println("Done " + " @ T=" + scheduler.now(TimeUnit.MILLISECONDS)));" is 212.,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 10,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 10,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 20,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 3,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 4,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 5,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 10,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 20,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 6,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 10,16
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,Magic Number,The method contains a magic number: 20,16
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,main,Long Statement,The length of the statement "Flowable.just(1`2`3).filter(s -> s > 4).zipWith(Flowable.defer(() -> Flowable.just(get1()`get2()`get3()))`(a`b) -> a + b).subscribe(System.out::println);" is 153.,5
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,main,Long Statement,The length of the statement "Flowable.just(1`2`3).filter(s -> s > 4).flatMap(a -> Flowable.defer(() -> Flowable.just(fromFlatMap()))).subscribe(System.out::println);" is 136.,5
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,main,Magic Number,The method contains a magic number: 2,5
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,main,Magic Number,The method contains a magic number: 3,5
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,main,Magic Number,The method contains a magic number: 4,5
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,main,Magic Number,The method contains a magic number: 2,5
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,main,Magic Number,The method contains a magic number: 3,5
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,main,Magic Number,The method contains a magic number: 4,5
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,get2,Magic Number,The method contains a magic number: 2,27
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,get3,Magic Number,The method contains a magic number: 3,32
akarnokd-misc,hu.akarnokd.rxjava2,ShareRetry,testIntervalMapShareRetry,Magic Number,The method contains a magic number: 250,11
akarnokd-misc,hu.akarnokd.rxjava2,ShareRetry,testIntervalMapShareRetry,Magic Number,The method contains a magic number: 3,11
akarnokd-misc,hu.akarnokd.rxjava2,ShareRetry,testIntervalMapShareRetry,Magic Number,The method contains a magic number: 3,11
akarnokd-misc,hu.akarnokd.rxjava2,ShareRetry,testIntervalMapShareRetry,Magic Number,The method contains a magic number: 5_000,11
akarnokd-misc,hu.akarnokd.rxjava2,ShareRetry,report,Long Statement,The length of the statement "return flux -> flux.doOnSubscribe(s -> System.out.println("onSubscribe " + name + " "+ s)).doOnEach(s -> System.out.println(s)).doOnCancel(() -> System.out.println("onCancel " + name));" is 185.,30
akarnokd-misc,hu.akarnokd.rxjava2,InterruptFlow2,testInterrupt,Magic Number,The method contains a magic number: 1000,11
akarnokd-misc,hu.akarnokd.rxjava2,InterruptFlow2,testInterrupt,Magic Number,The method contains a magic number: 3000,11
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenTimedTest,test,Long Statement,The length of the statement "Observable.error(new IOException()).retryWhen(new RetryWhenObservable(5`1)).test().awaitTerminalEvent().assertFailure(IOException.class);" is 137.,33
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenTimedTest,test,Magic Number,The method contains a magic number: 5,33
akarnokd-misc,hu.akarnokd.rxjava2,SingleTimeout7514,test,Magic Number,The method contains a magic number: 10000000,13
akarnokd-misc,hu.akarnokd.rxjava2,SingleTimeout7514,test,Magic Number,The method contains a magic number: 2,13
akarnokd-misc,hu.akarnokd.rxjava2,MaxByTest,test,Long Statement,The length of the statement "Flowable.fromArray("a"`"bb"`"ccc"`"d"`"eee"`"ffff").reduce((last`current) -> Integer.compare(last.length()`current.length()) >= 0 ? last : current).subscribe(System.out::println);" is 179.,9
akarnokd-misc,hu.akarnokd.rxjava2,ParallelProducing,main,Long Statement,The length of the statement "maybeSource.repeat().parallel(30`1).runOn(Schedulers.io()`1).map(Object::toString).sequential(1).take(100).blockingSubscribe(v -> System.out.println(j.incrementAndGet() + " - " + v));" is 183.,9
akarnokd-misc,hu.akarnokd.rxjava2,ParallelProducing,main,Magic Number,The method contains a magic number: 30,9
akarnokd-misc,hu.akarnokd.rxjava2,ParallelProducing,main,Magic Number,The method contains a magic number: 100,9
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,test,Long Statement,The length of the statement "final TestObserver<Long> test=Single.timer(1000`TimeUnit.MILLISECONDS`Schedulers.computation()).observeOn(Schedulers.single()).doOnSuccess(new Consumer<Long>(){" is 160.,17
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,test,Magic Number,The method contains a magic number: 1000,17
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,test,Magic Number,The method contains a magic number: 1000,17
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,test,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,race,Magic Number,The method contains a magic number: 1000,47
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,race,Magic Number,The method contains a magic number: 2,47
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,race,Magic Number,The method contains a magic number: 2,47
akarnokd-misc,hu.akarnokd.rxjava2,TakeUntil,test,Long Statement,The length of the statement "Disposable disposable=Single.timer(1000 * 2`TimeUnit.MILLISECONDS).takeUntil(publishSubject.firstOrError()).subscribe(data -> System.out.println("ted")`throwable -> System.err.println("ted" + throwable.toString()));" is 215.,13
akarnokd-misc,hu.akarnokd.rxjava2,TakeUntil,test,Magic Number,The method contains a magic number: 1000,13
akarnokd-misc,hu.akarnokd.rxjava2,TakeUntil,test,Magic Number,The method contains a magic number: 2,13
akarnokd-misc,hu.akarnokd.rxjava2,RxWeakRef,test,Magic Number,The method contains a magic number: 123456789,11
akarnokd-misc,hu.akarnokd.rxjava2,RxWeakRef,test,Magic Number,The method contains a magic number: 200,11
akarnokd-misc,hu.akarnokd.rxjava2,CacheParallel,testParallelism,Magic Number,The method contains a magic number: 2,15
akarnokd-misc,hu.akarnokd.rxjava2,CacheParallel,testParallelism,Magic Number,The method contains a magic number: 3,15
akarnokd-misc,hu.akarnokd.rxjava2,CacheParallel,testParallelism,Magic Number,The method contains a magic number: 3,15
akarnokd-misc,hu.akarnokd.rxjava2,CacheParallel,testParallelism,Magic Number,The method contains a magic number: 3,15
akarnokd-misc,hu.akarnokd.rxjava2,CacheParallel,testParallelism,Magic Number,The method contains a magic number: 1000,15
akarnokd-misc,hu.akarnokd.rxjava2,CacheParallel,testParallelism,Magic Number,The method contains a magic number: 3,15
akarnokd-misc,hu.akarnokd.rxjava2,CacheParallel,testParallelism,Magic Number,The method contains a magic number: 3,15
akarnokd-misc,hu.akarnokd.rxjava2,CacheParallel,testParallelism,Magic Number,The method contains a magic number: 3,15
akarnokd-misc,hu.akarnokd.rxjava2,PeriodicSchedule,test,Magic Number,The method contains a magic number: 1000,12
akarnokd-misc,hu.akarnokd.rxjava2,PeriodicSchedule,test,Magic Number,The method contains a magic number: 1000,12
akarnokd-misc,hu.akarnokd.rxjava2,PeriodicSchedule,test,Magic Number,The method contains a magic number: 2500,12
akarnokd-misc,hu.akarnokd.rxjava2,PeriodicSchedule,test,Magic Number,The method contains a magic number: 2500,12
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Long Statement,The length of the statement "Observable<Integer> INTEGERS=Observable.fromArray(10`20`200`250`300`550`600`650`700`1200).flatMap(v -> Observable.timer(v`TimeUnit.MILLISECONDS).map(w -> counter.incrementAndGet()));" is 182.,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Long Statement,The length of the statement "INTEGERS.publish(o -> o.buffer(Observable.defer(() -> o.debounce(debounceTime.get()`TimeUnit.MILLISECONDS)).take(1).repeatWhen(v -> v.zipWith(mayRepeat`(a`b) -> b)))).map(list -> {" is 180.,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 100,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 10,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 20,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 200,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 250,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 300,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 550,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 600,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 650,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 700,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 1200,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 100,13
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,Magic Number,The method contains a magic number: 100,13
akarnokd-misc,hu.akarnokd.rxjava2,ConcatEagerDebounceTest,test,Long Statement,The length of the statement "Observable.concatArrayEagerDelayError(Observable.just(1).delay(100`TimeUnit.MILLISECONDS)`Observable.<Integer>error(new IOException()).delay(200`TimeUnit.MILLISECONDS`true)).onErrorResumeNext((Function<Throwable`Observable<Integer>>)(error -> Observable.<Integer>error(error).delay(500`TimeUnit.MILLISECONDS`true))).doOnEach(System.out::println).debounce(400`TimeUnit.MILLISECONDS).blockingSubscribe(System.out::println`Throwable::printStackTrace);" is 448.,13
akarnokd-misc,hu.akarnokd.rxjava2,ConcatEagerDebounceTest,test,Magic Number,The method contains a magic number: 100,13
akarnokd-misc,hu.akarnokd.rxjava2,ConcatEagerDebounceTest,test,Magic Number,The method contains a magic number: 200,13
akarnokd-misc,hu.akarnokd.rxjava2,ConcatEagerDebounceTest,test,Magic Number,The method contains a magic number: 500,13
akarnokd-misc,hu.akarnokd.rxjava2,ConcatEagerDebounceTest,test,Magic Number,The method contains a magic number: 400,13
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Long Statement,The length of the statement "Flux.<Object>concat(Flux.just("#").delayElements(Duration.ofMillis(20))`Flux.range(1`10)`Flux.range(11`5).delayElements(Duration.ofMillis(15))).subscribeWith(new TestSubscriber<>()).awaitDone(5`TimeUnit.SECONDS).assertResult("#"`1`2`3`4`5`6`7`8`9`10`11`12`13`14`15);" is 266.,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Long Statement,The length of the statement "Flux.concat(Flux.just("#").delayElements(Duration.ofMillis(20))`Flux.range(1`10)`Flux.range(11`5).delayElements(Duration.ofMillis(15))).windowTimeout(10`Duration.ofMillis(1)).subscribe(flx -> flx.subscribe(System.out::println));" is 228.,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 20,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 10,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 11,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 5,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 15,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 5,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 2,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 3,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 4,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 5,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 6,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 7,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 8,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 9,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 10,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 11,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 12,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 13,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 14,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 15,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 20,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 10,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 11,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 5,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 15,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 10,11
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,Magic Number,The method contains a magic number: 5000,11
akarnokd-misc,hu.akarnokd.rxjava2,CombineLatestError,test,Long Statement,The length of the statement "final int result=Observable.combineLatestDelayError(Arrays.asList(Observable.just(41).concatWith(Observable.error(new Exception("Failure")))`Observable.just(1).delay(1`TimeUnit.SECONDS))`ints -> {" is 196.,12
akarnokd-misc,hu.akarnokd.rxjava2,CombineLatestError,test,Magic Number,The method contains a magic number: 41,12
akarnokd-misc,hu.akarnokd.rxjava2,CombineLatestError,test,Magic Number,The method contains a magic number: 42,12
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,simple,Magic Number,The method contains a magic number: 10,19
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,simple2,Long Statement,The length of the statement "Mono<Integer> source=Flux.range(1`5).publish(f -> f.take(1`true).concatMap(first -> transform.apply(f.startWith(first)))).ignoreElements();" is 139.,30
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,simple2,Magic Number,The method contains a magic number: 5,30
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,simpleDedicated,Magic Number,The method contains a magic number: 10,56
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,simpleRx,Magic Number,The method contains a magic number: 10,77
akarnokd-misc,hu.akarnokd.rxjava2,LatestSuccessTest,test,Magic Number,The method contains a magic number: 2,13
akarnokd-misc,hu.akarnokd.rxjava2,LatestSuccessTest,test,Magic Number,The method contains a magic number: 2,13
akarnokd-misc,hu.akarnokd.rxjava2,LatestSuccessTest,latestSuccess,Long Statement,The length of the statement "return Observable.fromArray(sources).concatMap(source -> source.doOnSuccess(last::lazySet).toObservable().onErrorResumeNext(Observable.empty())).ignoreElements().andThen(Single.fromCallable(() -> {" is 197.,20
akarnokd-misc,hu.akarnokd.rxjava2,VehicleToFetch,test,Long Statement,The length of the statement "vehicleToFetch.doOnNext(e -> System.out.println("Got: " + e)).delay(2`TimeUnit.SECONDS).window(10`TimeUnit.SECONDS`5`true).observeOn(Schedulers.io()).subscribe(w -> w.toList().subscribe(ws -> {" is 193.,13
akarnokd-misc,hu.akarnokd.rxjava2,VehicleToFetch,test,Magic Number,The method contains a magic number: 2,13
akarnokd-misc,hu.akarnokd.rxjava2,VehicleToFetch,test,Magic Number,The method contains a magic number: 10,13
akarnokd-misc,hu.akarnokd.rxjava2,VehicleToFetch,test,Magic Number,The method contains a magic number: 5,13
akarnokd-misc,hu.akarnokd.rxjava2,VehicleToFetch,test,Magic Number,The method contains a magic number: 600000,13
akarnokd-misc,hu.akarnokd.rxjava2,FromIterableFlatMap,test,Magic Number,The method contains a magic number: 2L,22
akarnokd-misc,hu.akarnokd.rxjava2,FromIterableFlatMap,test,Magic Number,The method contains a magic number: 3L,22
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutExample,test,Long Statement,The length of the statement "source.timeout(1`TimeUnit.SECONDS).subscribe(item -> System.out.println("onNext: " + item)`error -> System.out.println("onError: " + error)`() -> System.out.println("onComplete will not be printed!"));" is 201.,11
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutExample,test,Magic Number,The method contains a magic number: 800,11
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutExample,test,Magic Number,The method contains a magic number: 400,11
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutExample,test,Magic Number,The method contains a magic number: 1200,11
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,test,Magic Number,The method contains a magic number: 2,14
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,test,Magic Number,The method contains a magic number: 3,14
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,test,Magic Number,The method contains a magic number: 4,14
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,test,Magic Number,The method contains a magic number: 3,14
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,test,Magic Number,The method contains a magic number: 3,14
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,subscribe,Magic Number,The method contains a magic number: 2,17
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,subscribe,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,subscribe,Magic Number,The method contains a magic number: 4,17
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,apply,Magic Number,The method contains a magic number: 3,27
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,apply,Magic Number,The method contains a magic number: 3,27
akarnokd-misc,hu.akarnokd.rxjava2,SortZip,testRx,Long Statement,The length of the statement "Flowable.range(1`i).map(v -> j - v).sorted().zipWith(Flowable.range(1`Integer.MAX_VALUE)`(a`b) -> Tuples.of(a`b)).toList().map(list -> list.size()).test().assertResult(i);" is 171.,13
akarnokd-misc,hu.akarnokd.rxjava2,SortZip,testRx,Magic Number,The method contains a magic number: 1000,13
akarnokd-misc,hu.akarnokd.rxjava2,SortZip,testReactor,Long Statement,The length of the statement "int k=Flux.range(1`i).map(v -> j - v).sort().zipWith(Flux.range(1`Integer.MAX_VALUE)`(a`b) -> Tuples.of(a`b)).collectList().map(list -> list.size()).block();" is 157.,27
akarnokd-misc,hu.akarnokd.rxjava2,SortZip,testReactor,Magic Number,The method contains a magic number: 1000,27
akarnokd-misc,hu.akarnokd.rxjava2,FlatMapFatal,test,Magic Number,The method contains a magic number: 2,9
akarnokd-misc,hu.akarnokd.rxjava2,FlatMapFatal,test,Magic Number,The method contains a magic number: 2,9
akarnokd-misc,hu.akarnokd.rxjava2,DistinctUntilChangedNumericDeltaTest,test,Long Statement,The length of the statement "Observable.just(10.0`10.1`10.15`10.162`11.0).distinctUntilChanged((prev`curr) -> Math.abs(prev - curr) < 0.09).subscribe(System.out::println);" is 142.,9
akarnokd-misc,hu.akarnokd.rxjava2,DistinctUntilChangedNumericDeltaTest,test,Magic Number,The method contains a magic number: 10.0,9
akarnokd-misc,hu.akarnokd.rxjava2,DistinctUntilChangedNumericDeltaTest,test,Magic Number,The method contains a magic number: 10.1,9
akarnokd-misc,hu.akarnokd.rxjava2,DistinctUntilChangedNumericDeltaTest,test,Magic Number,The method contains a magic number: 10.15,9
akarnokd-misc,hu.akarnokd.rxjava2,DistinctUntilChangedNumericDeltaTest,test,Magic Number,The method contains a magic number: 10.162,9
akarnokd-misc,hu.akarnokd.rxjava2,DistinctUntilChangedNumericDeltaTest,test,Magic Number,The method contains a magic number: 11.0,9
akarnokd-misc,hu.akarnokd.rxjava2,DistinctUntilChangedNumericDeltaTest,test,Magic Number,The method contains a magic number: 0.09,9
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRailTest,test,Long Statement,The length of the statement "subject.compose(debounceOnly(v -> v.startsWith("A")`100`TimeUnit.MILLISECONDS`sch)).subscribe(System.out::println`Throwable::printStackTrace`() -> System.out.println("Done"));" is 175.,14
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRailTest,test,Magic Number,The method contains a magic number: 100,14
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRailTest,test,Magic Number,The method contains a magic number: 100,14
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRailTest,test,Magic Number,The method contains a magic number: 50,14
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRailTest,test,Magic Number,The method contains a magic number: 100,14
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRailTest,test,Magic Number,The method contains a magic number: 50,14
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRailTest,test,Magic Number,The method contains a magic number: 100,14
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRailTest,test,Magic Number,The method contains a magic number: 100,14
akarnokd-misc,hu.akarnokd.rxjava2,PublishFuncExample,test,Magic Number,The method contains a magic number: 5,13
akarnokd-misc,hu.akarnokd.rxjava2,PublishFuncExample,test,Magic Number,The method contains a magic number: 10000,13
akarnokd-misc,hu.akarnokd.rxjava2,ListGrouping,group,Complex Method,Cyclomatic complexity of the method is 9,23
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTest,Long Statement,The length of the statement "connectableFlux.publishOn(parallel()).log().map(v -> v * 10).publishOn(single()).log().subscribeOn(boundedElastic()).subscribe(v -> {" is 133.,16
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTest,Magic Number,The method contains a magic number: 5000,16
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTest,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTest,Magic Number,The method contains a magic number: 2,16
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTest,Magic Number,The method contains a magic number: 3,16
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTest,Magic Number,The method contains a magic number: 4,16
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTest,Magic Number,The method contains a magic number: 5,16
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTest,Magic Number,The method contains a magic number: 10,16
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTest,Magic Number,The method contains a magic number: 100,16
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTestRx,Long Statement,The length of the statement "connectableFlux.observeOn(Schedulers.computation()).doOnEach(System.out::println).map(v -> v * 10).observeOn(Schedulers.single()).doOnEach(System.out::println).subscribeOn(Schedulers.io()).subscribe(v -> {" is 205.,41
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTestRx,Magic Number,The method contains a magic number: 5000,41
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTestRx,Magic Number,The method contains a magic number: 2,41
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTestRx,Magic Number,The method contains a magic number: 2,41
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTestRx,Magic Number,The method contains a magic number: 3,41
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTestRx,Magic Number,The method contains a magic number: 4,41
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTestRx,Magic Number,The method contains a magic number: 5,41
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTestRx,Magic Number,The method contains a magic number: 10,41
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTestRx,Magic Number,The method contains a magic number: 100,41
akarnokd-misc,hu.akarnokd.rxjava2,RightThread,main,Long Statement,The length of the statement "Flowable.generate(RightThread::infiniteGenerator).subscribeOn(genSched`true).observeOn(mapSched`false).concatMapMaybe(RightThread::mapping).subscribeOn(mapSched`true).blockingForEach(RightThread::terminal);" is 206.,17
akarnokd-misc,hu.akarnokd.rxjava2,BufferExactDisposeTest,test,Long Statement,The length of the statement "Flowable.range(1`5).doOnCancel(() -> new Exception().printStackTrace()).takeUntil(v -> v == 4).buffer(5`TimeUnit.SECONDS).blockingLast();" is 137.,11
akarnokd-misc,hu.akarnokd.rxjava2,BufferExactDisposeTest,test,Magic Number,The method contains a magic number: 5,11
akarnokd-misc,hu.akarnokd.rxjava2,BufferExactDisposeTest,test,Magic Number,The method contains a magic number: 4,11
akarnokd-misc,hu.akarnokd.rxjava2,BufferExactDisposeTest,test,Magic Number,The method contains a magic number: 5,11
